,match_id,radiant_win,avg_mmr,duration,lobby_type,game_mode,radiant_team,dire_team
0,5676157611,True,4852,3202,7,2,"28,25,111,43,1","16,86,41,126,97"
1,5676420800,False,5016,1671,7,2,"1,60,95,119,90","51,40,80,28,3"
2,5678664811,True,4506,2563,7,2,"67,84,45,2,128","18,87,7,76,29"
3,5690570709,True,4653,1769,7,2,"30,51,76,6,98","129,110,52,31,67"
4,5701943508,False,4547,3408,7,2,"120,6,27,91,28","30,8,112,13,108"
5,5704936011,True,4769,3217,7,2,"111,67,60,25,17","68,53,69,1,8"
6,5709205700,True,4670,2568,7,2,"9,33,8,34,19","85,21,7,100,10"
7,5709295213,True,5344,1844,7,2,"75,48,7,106,104","17,38,3,8,87"
8,5718617202,True,4627,1804,7,2,"51,108,68,6,86","29,39,107,128,54"
9,5721677808,False,4627,1960,7,2,"86,30,54,17,108","55,109,11,128,28"
10,5722937312,True,4835,2133,7,2,"31,110,97,11,67","103,22,51,10,72"
11,5726380108,False,6455,1774,7,2,"60,19,3,11,93","47,91,76,18,51"
12,5730656010,False,4641,3264,7,2,"16,86,6,85,75","126,128,95,21,121"
13,5732020907,True,5282,1926,7,2,"41,29,25,88,85","18,45,14,46,5"
14,5750925912,True,4784,2242,7,2,"98,126,90,129,9","51,89,66,52,13"
15,5776235410,True,4814,1993,7,2,"74,1,121,16,30","42,85,111,34,38"
16,5796740900,True,4727,2311,7,2,"51,84,13,94,98","121,53,73,65,107"
17,5824349717,True,4763,2061,7,2,"85,95,88,91,29","110,57,126,93,53"
18,5831143009,True,4714,1561,7,2,"30,9,99,8,35","27,2,40,42,104"
19,5831306519,True,5031,2430,7,2,"32,79,51,106,88","11,38,77,27,7"
20,5835642910,True,4506,2699,7,2,"11,48,99,64,4","25,84,42,30,77"
21,5849279219,False,4825,1998,7,2,"9,28,7,44,13","49,113,74,90,110"
22,5864483406,False,4797,2481,7,2,"13,14,10,74,27","53,25,30,126,95"
23,5864600916,False,4974,1673,7,2,"87,114,97,55,88","8,51,106,121,129"
24,5869321916,False,4785,2487,7,2,"126,109,13,7,98","14,26,29,52,63"
25,5869459915,False,4595,3060,7,2,"106,91,94,121,62","13,60,26,93,84"
26,5873124608,False,4643,2757,7,2,"37,16,25,76,114","113,14,26,29,8"
27,5879120307,True,4500,2544,7,2,"68,92,51,6,16","96,1,76,27,3"
28,5900975817,False,4802,2337,7,2,"26,35,2,8,101","102,41,43,27,37"
29,5908083214,True,4831,2288,7,2,"129,74,4,30,43","27,120,107,94,93"
30,5910865712,False,5219,1948,7,2,"14,19,56,21,4","126,113,64,53,98"
31,5912591100,True,4590,1538,7,2,"21,25,108,84,8","64,20,102,70,13"
32,5915883418,True,4559,2745,7,2,"12,30,13,107,129","65,46,100,6,63"
33,5921903606,False,4518,2149,7,2,"46,27,100,28,8","85,10,104,112,1"
34,5931106913,False,4501,2246,7,2,"6,87,74,60,17","84,50,10,12,99"
35,5934772605,False,5389,2192,7,2,"21,26,14,95,17","12,110,43,129,66"
36,5947436716,True,4537,2256,7,2,"8,50,2,21,110","37,1,128,26,102"
37,5961142217,False,5011,2021,7,2,"74,104,112,25,10","86,42,69,8,38"
